"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"937","Kyle Connor","WPG","L","178","3108.0666666667","67","61","34","27","128","61.24","443","15.12","52.96","685","574","462","239","19","52","38","19","19","0","0","23","72","106","28","147","55","11","11","50.00"
"971","Zach Werenski","CBJ","D","237","5247.1833333333","38","90","46","44","128","44.60","563","6.75","30.03","1121","786","325","67","18","68","48","24","24","0","0","25","128","99","166","232","271","0","0","-"
"1046","Alex DeBrincat","CHI","L, R","164","2665.1666666667","69","59","32","27","128","67.37","401","17.21","39.66","762","551","463","129","18","27","21","9","8","1","0","24","75","84","75","198","51","41","53","43.62"
"91","Zach Parise","MIN","L","185","3301.5333333333","62","65","39","26","127","67.20","542","11.44","62.04","818","688","558","313","22","72","70","35","35","0","0","56","56","70","121","215","177","22","37","37.29"
"456","Charlie Coyle","BOS, MIN","C","229","3819.6833333333","41","86","53","33","127","62.87","431","9.51","43.81","722","583","417","234","21","47","74","33","32","0","1","58","103","101","254","199","182","676","734","47.94"
"76","Duncan Keith","CHI","D","244","5890.5833333333","14","111","38","73","125","42.96","511","2.74","21.1","1066","677","221","20","10","48","114","42","37","2","3","13","219","99","107","249","416","0","0","-"
"310","Jake Gardiner","TOR","D","226","4928.0833333333","17","108","49","59","125","43.40","338","5.03","16.32","879","527","218","32","12","32","92","45","45","0","0","23","237","108","181","388","250","0","1","0.00"
"372","Oliver Ekman-Larsson","ARI","D","242","5799.3666666667","40","85","42","43","125","47.17","523","7.65","30.76","1202","782","329","47","19","73","144","71","71","0","0","64","166","79","434","400","216","0","1","0.00"
"23","Henrik Zetterberg","DET","C, L","164","3216.1333333333","28","96","67","29","124","72.09","375","7.47","31.25","667","510","321","108","7","28","36","18","18","0","0","27","94","89","107","163","64","1371","1366","50.09"
"75","Alexander Steen","STL","L","217","3917.65","41","83","47","36","124","61.08","399","10.28","40.36","717","536","381","164","22","46","87","38","36","1","1","61","53","95","141","257","177","136","199","40.60"
"958","Travis Konecny","PHI","C, R","233","3444.8833333333","59","65","37","28","124","70.06","492","11.99","47.1","820","670","464","201","32","55","135","56","50","5","1","79","115","95","254","350","124","14","34","29.17"
"244","Alex Killorn","T.B","C, L","245","4030.7666666667","52","71","43","28","123","51.68","486","10.70","46.72","861","680","520","209","39","46","156","72","68","4","0","51","97","95","269","279","73","28","49","36.36"
"87","Jeff Carter","L.A","C","185","3340.3333333333","58","63","38","25","121","67.22","509","11.39","54.69","943","737","526","242","31","78","85","41","40","1","0","28","95","54","193","121","78","1564","1433","52.19"
"531","Ondrej Palat","T.B","L","195","3338.3833333333","36","85","39","46","121","55.50","371","9.70","38.58","656","503","430","189","24","44","65","31","30","1","0","59","128","112","325","307","148","18","64","21.95"
"644","Yanni Gourde","T.B","C","182","2899.3666666667","53","67","41","26","120","67.42","296","17.91","34.89","503","402","329","172","20","44","124","45","37","6","2","59","79","114","151","296","75","369","441","45.56"
"204","Nick Foligno","CBJ","L","224","4069.2","58","61","28","33","119","55.09","463","12.53","52.04","707","596","456","259","26","48","147","60","51","9","0","69","96","115","514","208","161","514","551","48.26"
"220","Jordan Staal","CAR","C","204","3834.6666666667","46","73","33","40","119","59.80","445","10.34","58.46","746","613","521","306","17","63","90","42","40","2","0","47","110","153","442","333","79","2017","1510","57.19"
"816","Alexander Wennberg","CBJ","C","221","3797.3","23","96","55","41","119","53.36","247","9.31","24.67","424","329","255","117","10","30","45","20","19","1","0","29","75","114","120","203","134","1301","1464","47.05"
"208","Kyle Okposo","BUF","R","219","3602.3666666667","48","70","38","32","118","60.82","464","10.34","47.83","795","610","445","202","24","51","105","50","49","1","0","40","91","67","210","221","86","140","143","49.47"
"342","Jared Spurgeon","MIN","D","219","5303.6666666667","33","85","41","44","118","42.29","406","8.13","23.97","810","572","212","61","9","49","48","24","24","0","0","27","65","76","204","297","412","1","1","50.00"
"402","Craig Smith","NSH","C, R","233","3442.9166666667","58","60","42","18","118","62.11","589","9.85","60.18","1027","832","596","277","38","63","74","37","37","0","0","46","102","138","230","289","84","117","142","45.17"
"620","Phillip Danault","MTL","C, L","215","3579.0833333333","33","85","52","33","118","69.01","359","9.19","37.69","613","476","363","198","23","48","108","51","49","2","0","47","109","136","230","316","150","1795","1544","53.76"
"130","Travis Zajac","N.J","C","223","4247.9","45","72","36","36","117","56.25","337","13.35","39.06","544","442","374","181","15","39","78","36","34","2","0","30","73","149","211","224","102","2282","1875","54.90"
"284","Ryan McDonagh","NYR, T.B","D","222","5156.3833333333","19","98","52","46","117","40.77","380","5.00","21.39","764","525","244","49","12","42","91","44","43","1","0","43","186","135","249","224","484","0","0","-"
"838","Conor Sheary","BUF, PIT","L","218","3214.4333333333","55","62","28","34","117","65.36","445","12.36","44.07","738","589","477","222","21","48","44","22","22","0","0","38","93","97","87","249","83","23","22","51.11"
"218","Jeff Petry","MTL","D","244","5590.4166666667","33","83","49","34","116","41.73","522","6.32","26.83","1176","772","246","58","15","59","78","39","39","0","0","27","333","99","528","436","406","0","2","0.00"
"703","Andreas Athanasiou","DET","C, L","211","3239.0833333333","64","52","32","20","116","70.73","506","12.65","47.51","945","724","497","200","27","26","82","33","30","2","1","71","102","81","87","182","75","314","423","42.61"
"919","Kevin Labanc","S.J","R","214","3006.9833333333","36","80","48","32","116","63.74","356","10.11","34.36","698","521","407","144","16","31","90","45","45","0","0","36","107","66","116","245","53","16","27","37.21"
"962","Brock Boeser","VAN","R","140","2552.75","59","57","30","27","116","67.84","413","14.29","36.52","782","557","416","130","19","37","38","19","19","0","0","19","65","67","48","99","46","49","80","37.98"
"446","Tyler Toffoli","L.A","C, R","227","3778.05","53","62","29","33","115","60.85","642","8.26","63.06","1164","887","647","252","32","65","61","28","27","1","0","45","94","89","168","213","44","35","46","43.21"
"238","Mathieu Perreault","WPG","C, L","217","3073.8666666667","45","69","32","37","114","59.69","368","12.23","41.02","617","504","393","201","14","30","112","56","56","0","0","61","62","106","344","166","76","156","145","51.83"
"380","Nick Leddy","NYI","D","243","5400.95","25","89","47","42","114","40.00","406","6.16","22.64","860","587","223","37","7","55","50","25","25","0","0","25","168","65","249","222","302","0","0","-"
"1048","Clayton Keller","ARI","C","167","3016.3833333333","37","77","43","34","114","71.25","412","8.98","39.64","735","579","403","147","18","63","48","23","23","0","0","57","87","89","23","216","49","65","97","40.12"
"232","Artem Anisimov","CHI","C","214","3625.6666666667","57","56","33","23","113","63.48","377","15.12","49.79","689","514","463","243","19","41","66","33","33","0","0","29","56","103","58","225","100","1164","1394","45.50"
"258","Patrick Maroon","EDM, N.J, STL","L","229","3627.8333333333","54","59","35","24","113","53.30","437","12.36","56.49","750","616","504","304","12","54","232","82","61","20","1","65","107","80","474","311","44","19","25","43.18"
"49","Jason Pominville","BUF, MIN","R","233","3241.5666666667","45","67","37","30","112","69.14","478","9.41","39.1","782","624","371","173","23","54","16","8","8","0","0","22","53","57","101","185","93","90","80","52.94"
"98","Corey Perry","ANA","R","184","3174.3666666667","42","70","47","23","112","65.50","443","9.48","55.43","776","623","504","267","24","57","169","70","62","7","1","64","91","62","161","210","85","9","29","23.68"
"394","Richard Panik","ARI, CHI","R","229","3548","50","62","38","24","112","59.57","431","11.60","49.69","791","591","455","223","25","63","138","61","58","2","1","54","76","102","421","312","134","11","26","29.73"
"375","Ryan Ellis","NSH","D","197","4697.7166666667","32","79","41","38","111","43.19","399","8.02","21.81","809","574","176","24","17","49","55","22","20","1","1","45","135","124","162","215","375","0","0","-"
"657","Tanner Pearson","L.A, PIT, VAN","L","242","3739.0333333333","57","54","34","20","111","57.81","514","11.09","55.21","931","728","513","249","35","65","65","28","25","3","0","66","82","71","368","306","108","51","63","44.74"
"688","Chris Tierney","OTT, S.J","C","243","3859.7666666667","37","74","45","29","111","64.91","324","11.42","38.24","525","421","343","186","26","31","40","16","15","0","1","50","175","144","106","206","143","1420","1405","50.27"
"69","Frans Nielsen","DET","C","230","3805.3666666667","43","66","33","33","109","64.88","416","10.34","36.08","697","557","368","155","24","40","46","23","23","0","0","34","86","76","192","269","160","1586","1592","49.91"
"260","Paul Byron","MTL","L","219","3358.4833333333","57","52","35","17","109","64.88","305","18.69","41.56","493","409","371","243","23","46","69","30","27","3","0","58","84","97","370","238","125","62","96","39.24"
"478","Zach Hyman","TOR","C, L","235","4019.05","46","63","39","24","109","55.33","450","10.22","54.05","713","604","531","300","38","55","130","55","50","4","1","71","84","108","328","555","137","196","238","45.16"
"1066","Pierre-Luc Dubois","CBJ","C","164","2816.7","47","62","31","31","109","57.37","339","13.86","38.04","583","470","418","193","15","34","113","51","49","1","1","53","83","83","242","277","98","916","1183","43.64"
"224","Derick Brassard","COL, FLA, OTT, PIT","C","223","3734.1","49","59","33","26","108","53.73","502","9.76","45.82","844","664","458","200","34","52","97","43","41","1","1","33","105","114","290","203","64","1411","1452","49.28"
"947","Timo Meier","S.J","R","193","2951.8","54","54","27","27","108","65.45","545","9.91","58.58","960","756","632","315","33","72","116","50","47","2","1","77","106","121","268","309","93","84","105","44.44"
"257","Kevin Shattenkirk","NYR, STL, WSH","D","199","3910.3333333333","20","87","48","39","107","53.50","403","4.96","18.67","798","533","210","35","13","39","111","51","50","1","0","20","156","99","205","298","264","0","0","-"
"287","Jake Muzzin","L.A, TOR","D","236","5137.3166666667","26","81","35","46","107","45.53","479","5.43","20.68","1063","694","246","22","17","58","133","64","63","1","0","34","231","52","504","468","379","0","0","-"
"621","Vladislav Namestnikov","NYR, T.B","C","233","3709.9833333333","43","64","35","29","107","52.20","389","11.05","47.15","650","508","471","259","19","54","120","53","50","2","1","57","96","73","291","334","137","516","640","44.64"
"669","Jacob Trouba","WPG","D","197","4576.9833333333","19","88","37","51","107","43.85","460","4.13","22.2","967","654","210","42","11","63","146","64","61","2","1","40","202","112","303","186","389","0","0","-"
"64","Valtteri Filppula","NYI, PHI, T.B","C","232","3737.4833333333","40","66","44","22","106","64.24","246","16.26","28.35","392","326","270","126","19","22","62","31","31","0","0","38","103","102","63","216","128","1441","1482","49.30"
"508","Micheal Ferland","CAR, CGY","L","224","3036.15","53","53","40","13","106","61.63","406","13.05","48.96","688","573","442","246","17","61","132","40","25","14","1","38","119","107","502","197","75","48","89","35.04"
"650","Matt Dumba","MIN","D","190","4245.6166666667","37","69","34","35","106","42.74","400","9.25","22.71","861","563","207","44","12","33","121","52","48","3","1","35","112","50","292","205","226","2","0","100.00"
"709","Josh Anderson","CBJ","R","223","3469.8666666667","63","43","23","20","106","61.63","537","11.73","52.05","894","719","534","249","35","35","191","82","73","9","0","72","55","112","470","276","104","46","83","35.66"
"873","Nick Schmaltz","ARI, CHI","C","179","2944.2","34","71","40","31","105","67.31","246","13.82","25.51","467","325","299","113","17","32","32","16","16","0","0","32","78","167","38","203","78","509","845","37.59"
"1003","Derek Ryan","CAR, CGY","C","228","3364.3333333333","39","66","36","30","105","65.22","311","12.54","37.45","562","445","352","190","16","38","74","36","36","0","0","31","138","141","104","276","83","1362","1041","56.68"
"172","James Neal","CGY, NSH, VGK","L, R","204","3400.3333333333","55","49","33","16","104","56.83","545","10.09","50.81","935","727","547","219","26","54","85","40","39","1","0","59","97","100","174","165","67","8","11","42.11"
"214","Milan Lucic","EDM","L","243","3761.65","39","65","40","25","104","54.74","396","9.85","49.79","762","601","480","266","18","60","221","71","53","13","5","33","159","82","715","242","67","58","46","55.77"
"582","Boone Jenner","CBJ","C","234","3865.6","47","57","37","20","104","60.12","568","8.27","54.16","965","775","515","256","36","57","133","57","53","3","1","62","58","118","579","307","233","986","838","54.06"
"42","Jason Spezza","DAL","C","222","3122.6166666667","31","72","39","33","103","59.88","408","7.60","37.32","775","585","359","174","17","38","70","32","30","2","0","22","138","70","45","121","87","1241","991","55.60"
